YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Index	Ice_Terms	Nav Terms	Ice_Log	URL_W	Note	Orig Lat	Orig Long	Orig Course	Orig URL
1903-07-21	12	47.61	-122.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0024.JPG	Seattle	47.61	-122.33		24
1903-07-22	12	48.97	-123.08								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0024.JPG	Point Roberts	48.97	-123.08		24
1903-07-23	12	49.25	-123.12								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0025.JPG	Vancouver	49.25	-123.12		25
1903-07-24	12	50.53	-126.63								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0025.JPG	Sophia Islands	50.53	-126.63		25
1903-07-25	12	52.06	-127.95								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0026.JPG	Turn Point Lighthouse	52.06	-127.95		26
1903-07-26	12	53.1	-128.48								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0026.JPG	Khutze Inlet	53.1	-128.48		26
1903-07-27	12	54.74	-131.97								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0027.JPG	Stone Rock	54.74	-131.97		27
1903-07-28	12	55.21	-132.62								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0027.JPG	Copper Harbor	55.21	-132.62		27
1903-07-29	12	56.4	-135.67								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0028.JPG		56 23 57N	135 40W		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0028.JPG
1903-07-30	12	57.05	-135.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0028.JPG	Sitka	57.05	-135.33		28
1903-07-31	12	57.05	-135.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0029.JPG	Sitka	57.05	-135.33		29
1903-08-01	12	57.05	-135.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0029.JPG	Sitka	57.05	-135.33		29
1903-08-02	12	56.24	-143.25								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0030.JPG		56 14 10N	143 15W		30
1903-08-03	12	55.54	-149.34								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0031.JPG		55 32 14N	149 20 30W		31
1903-08-04	12	54.6	-155.72								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0031.JPG		54 36N	155 43W		31
1903-08-05	12	53.71	-161.82								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0032.JPG		53 42 32N	161 49W		32
1903-08-06	12	53.9	-166.52								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0032.JPG	Dutch Harbor	53.9	-166.52		32
1903-08-07	12	53.9	-166.52								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0033.JPG	Dutch Harbor	53.9	-166.52		33
1903-08-08	12	53.9	-166.52								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0033.JPG	Dutch Harbor	53.9	-166.52		33
1903-08-09	12	53.9	-166.52								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0034.JPG	Dutch Harbor	53.9	-166.52		34
1903-08-10	12	58.42	-168.23								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0034.JPG		58 25N	168 14W		34
1903-08-11	12	61.56	-168.25								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0035.JPG		61 33 30N	168 15W		35
1903-08-12	12	63.85	-162.87								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0035.JPG		63 51N	162 52W		35
1903-08-13	12	63.48	-162.04								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0036.JPG	Saint Michael	63.48	-162.04		36
1903-08-14	12	64.23	-164.78								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0036.JPG		64 14N	164 47W		36
1903-08-15	12	63.48	-162.04								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0037.JPG	Saint Michael	63.48	-162.04		37
1903-08-16	12	63.48	-162.04								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0037.JPG	Saint Michael	63.48	-162.04		37
1903-08-17	12	63.48	-162.04								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0038.JPG	Saint Michael	63.48	-162.04		38
1903-08-18	12	63.48	-162.04								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0038.JPG	Saint Michael	63.48	-162.04		38
1903-08-19	12	63.48	-162.04								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0039.JPG	Saint Michael	63.48	-162.04		39
1903-08-20	12	63.48	-162.04								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0039.JPG	Saint Michael	63.48	-162.04		39
1903-08-21	12	64.16	-164.05								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0040.JPG	Cape Nome WxN1/4N	64.16	-164.05		40
1903-08-22	12	64.22	-165.63								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0040.JPG		64 13N	165 38W		40
1903-08-23	12	60.77	-167.67								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0041.JPG		60 46N	167 40W		41
1903-08-24	12	58.85	-163.63								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0041.JPG		58 51N	163 38W		41
1903-08-25	12	58.5	-158.5								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0042.JPG	At mouth of Nushagak River	58.5	-158.5		42
1903-08-26	12	58.8	-158.63								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0042.JPG	Nushagak River	58.8	-158.63		42
1903-08-27	12	58.8	-158.63								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0043.JPG	Nushagak River	58.8	-158.63		43
1903-08-28	12	58.8	-158.63								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0043.JPG	Nushagak River	58.8	-158.63		43
1903-08-29	12	58.8	-158.63								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0044.JPG	Nushagak River	58.8	-158.63		44
1903-08-30	12	58.8	-158.63								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0044.JPG	Nushagak River	58.8	-158.63		44
1903-08-31	12	58.8	-158.63								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0045.JPG	Nushagak River	58.8	-158.63		45
1903-09-01	12	57	-160.6								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0046.JPG		57 00N	160 36W		46
1903-09-02	12	54.58	-165.2								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0046.JPG		54 35N	165 12W		46
1903-09-03	12	53.9	-166.52								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0047.JPG	Dutch Harbor	53.9	-166.52		47
1903-09-04	12	53.9	-166.52								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0047.JPG	Dutch Harbor	53.9	-166.52		47
1903-09-05	12	53.9	-166.52								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0048.JPG	Dutch Harbor	53.9	-166.52		48
1903-09-06	12	53.9	-166.52								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0048.JPG	Dutch Harbor	53.9	-166.52		48
1903-09-07	12	53.9	-166.52								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0049.JPG	Dutch Harbor	53.9	-166.52		49
1903-09-08	12	54.23	-164.87								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0049.JPG	Aiktak Island SE 3 miles	54.23	-164.87		49
1903-09-09	12	55.16	-161.96								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0050.JPG	Baum Cape	55.16	-161.96		50
1903-09-10	12	55.18	-160.52								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0050.JPG	Delarof Harbor	55.18	-160.52		50
1903-09-11	12	55.36	-160.32								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0051.JPG	High Island	55.36	-160.32		51
1903-09-12	12	57.3	-155.25								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0051.JPG		57 18N	155 15W		51
1903-09-13	12	57.9	-152.46								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0052.JPG	Usinka Narrows	57.9	-152.46		52
1903-09-14	12	57.77	-152.44								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0052.JPG	Saint Paul (Kodiak Island)	57.77	-152.44		52
1903-09-15	12	59.35	-151.93								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0053.JPG	English Bay	59.35	-151.93		53
1903-09-16	12	59.72	-148.04								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0053.JPG	Cape Cleare NNE1/4E 5 miles	59.72	-148.04		53
1903-09-17	12	61.09	-146.4								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0054.JPG	Off Swanport	61.09	-146.4		54
1903-09-18	12	60.58	-146.92								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0054.JPG		60 35N	146 55W		54
1903-09-19	12	58.58	-141.6								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0055.JPG		58 35N	141 36W		55
1903-09-20	12	57.32	-135.66								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0055.JPG	Kane Islands close abeam	57.32	-135.66		55
1903-09-21	12	57.05	-135.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0056.JPG	Sitka	57.05	-135.33		56
1903-09-22	12	57.05	-135.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0056.JPG	Sitka	57.05	-135.33		56
1903-09-23	12	57.05	-135.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0057.JPG	Sitka	57.05	-135.33		57
1903-09-24	12	57.05	-135.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0057.JPG	Sitka	57.05	-135.33		57
1903-09-25	12	57.05	-135.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0058.JPG	Sitka	57.05	-135.33		58
1903-09-26	12	57.05	-135.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0058.JPG	Sitka	57.05	-135.33		58
1903-09-27	12	57.05	-135.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0059.JPG	Sitka	57.05	-135.33		59
1903-09-28	12	57.05	-135.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0059.JPG	Sitka	57.05	-135.33		59
1903-09-29	12	57.05	-135.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0060.JPG	Sitka	57.05	-135.33		60
1903-09-30	12	57.05	-135.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0060.JPG	Sitka	57.05	-135.33		60
1903-10-01	12	57.05	-135.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0061.JPG	Sitka	57.05	-135.33		61
1903-10-02	12	57.05	-135.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0062.JPG	Sitka	57.05	-135.33		62
1903-10-03	12	57.05	-135.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0062.JPG	Sitka	57.05	-135.33		62
1903-10-04	12	57.05	-135.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0063.JPG	Sitka	57.05	-135.33		63
1903-10-05	12	57.05	-135.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0063.JPG	Sitka	57.05	-135.33		63
1903-10-06	12	57.05	-135.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0064.JPG	Sitka	57.05	-135.33		64
1903-10-07	12	57.05	-135.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0064.JPG	Sitka	57.05	-135.33		64
1903-10-08	12	57.05	-135.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0065.JPG	Sitka	57.05	-135.33		65
1903-10-09	12	57.05	-135.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0065.JPG	Sitka	57.05	-135.33		65
